id,drugName,condition,review,rating,date,usefulCount
12887,Vardenafil,Erectile Dysfunction,"""Have been taking staxyn for about two years. The first 6 months it worked amazing. 3 or 4 times a night was no problem. Slowly have found a tolerance builds up and now it only works about half as well as it did before. My side effects are a very stuffy nose and head ache.I usually use a nose spray after taking it and also take a Tylenol.  This way no plugged nose and no headache""",7,14-Oct-16,17
94677,Abilify,Bipolar Disorde,"""After having to pay a but load out of pocket for this i slowly found out it was not for me. It put me in a hyper-manic state. Had to constantly be moving. Would wake up every morning at 7 am, when the sunlight started peaking in my room, regardless of what time I was finally able to pass out. And worst of all, it caused me to have problems using the restroom. No matter how hard I tried or what I did it made me not able to urinate. Some meds don&#039;t work on some people as they should.""",2,14-Aug-15,10
114107,Amlodipine,High Blood Pressure,"""I started taking 5 mg amlodipine about two months ago.  My blood pressure is still 140/90 and my body aches from the waist down.  I wake up during the night/early morning and have to get up I am so uncomfortable. I called the doctor and he said the symptoms would most likely go away.  They haven&#039;t and seem to be getting worse.  I&#039;m going to call him again this week""",2,01-Feb-15,89
173111,Clonazepam,Restless Legs Syndrome,"""Highly effective when taken for restless legs syndrome. I only need 1/2 of a 2.5mg pill. I take 1/4th of it one hour before I can tell I&#039;ll get the RLS symptoms then the other part at bedtime.""",10,26-Aug-11,28
124031,Skyla,Birth Control,"""I had the skyla put in 3months ago. I have to say I was excited about getting it. The only thing now is that I&#039;m experiencing the weight gain. I&#039;m not sure if I&#039;m going to keep it long I do not like the extra weight. I&#039;m not sure if I&#039;m going to have to diet more or exercise more but it is beginning to be annoying to me. I&#039;m going to give it a couple more months to see if I can gain some control over my issue if it doesn&#039;t change I&#039;m going to consider removing it.""",5,16-Jun-16,1
126410,Carvedilol,High Blood Pressure,"""After being on atenolol for about 30 years, switching to carvedilol was a vast improvement.  My heart does not seem to be working as hard.  No side effects that I can notice so far.""",9,19-Feb-13,59
61207,Xyzal,Urticaria,"""I have had hives my entire life.  I finally saw an allergist and he did tests.  He took me off of all medicines and put me on Xyzal.  I took the Xyzal three times and I have not had a hive since.  Seriously.  I had my first hives at 4 months and had hives everyday for forty six years.  I do not know what Xyzal did but it fixed me.  I stopped taking Claritin and Benadryl and Zyrtec.  Took Xyzal for three days.  It made me VERY sleepy.  I can&#039;t even take a normal Benadryl dose without falling asleep, though.  I had to take liquid Benadryl, one teaspoon, if I wanted to stay awake.  I slept twelve hours with my first dose of Xyzal and about 8 hours with the two successive doses.  Then, I never had a hive again.""",10,25-Aug-11,32
97581,Budeprion SR,Depression,"""Wellbutrin works well for the type of depression recently crippling me.  That &#039;I Don&#039;t Want to Get Out of Bed and Face Yet Another Horrible Day -- I Just Want to Give Up&#039; type of depression. Wellbutrin, for me, erases those bad feelings and does so very quickly. Within 4 hours of my first dose my confidence came surging back. The rapidity of action is due to the unique way it works; it isn&#039;t the typical antidepressant.

Wellbutrin has side effects, but none harsh enough to stop me from taking it regular. The side effects I experience is (a.) a tense feeling (physically), and (b.) kind of a &#039;chemical taste&#039; in my mouth. But, there&#039;s no blurred vision, no zombie feeling and no terribly dry mouth. The payoff is worth it.""",8,08-Nov-16,7
169744,Amitriptyline,ibromyalgia,"""I was just diagnosed with Fibromyalgia, was beginning to feel like I am losing my mind. I am 29 yrs old and some days can barely walk I hurt so bad. I have been on Elavil for headaches 10 mg is all I can handle as it knocks me out. It helps to prevent the headaches but I hurt so bad still. Thankful to be rid of headaches but wish the doctor would help!""",2,17-Jan-11,46
185981,Desvenlafaxine,Depression,"""This med  works well for norepinephrine uptake inhibition which is my problem.  However, it can cause anorgasmia in men over 50 years of age.  I can have an erection and sexual intercourse but I never finish the job.  One of the side effects listed for this drug if you read the small print.  I stopped using it years ago and still have side effects.""",5,10-Jan-17,5
216769,Rosuvastatin,High Cholesterol,"""I am a Type 1 diabetic and have had high cholesterol since being diagnosed 12 years ago.  I am on a restricted diet and I do not eat eggs or meat yet my cholesterol was high (genetic).

I hesitated to take any statins because I got a rash from Lipitor but finally agreed to take Crestor because last summer my stress test showed abnormalities (which were later disproven).  

However, I started on only 5mg, I started walking about 20 -30 minutes a day a few times a week and now 8 months later my total cholesterol was BELOW normal and all other levels were within a good range and my endocrinologist was very pleased and said no reason to go up to 10 mg.

I do sometimes get some joint pain in my wrist and ankles and sometimes some muscle.""",8,27-Mar-14,90
138923,Phentermine,Weight Loss,"""I&#039;m a 39 yr old man 6&quot; 250 lbs.  Started phentermine 37.5 November 30th, my doctor put me on one pill in the morning and a half in the afternoon. I have lost 5.4 pounds in a week. Side effects with me are dry mouth, hard to sleep the first few nights, slight tingling in my arms. It does suppress my appetite and that&#039;s what I need.""",8,06-Dec-09,7
178597,Victoza,Weight Loss,"""I have been taking this for 2 months and have not lost any weight. Haven&#039;t had any side effects but it&#039;s not helping with weight loss. Anyone else have this experience. Started out on 0.6mg and moved up to 1.2mg three weeks ago and still nothing. Only problem I have is extremely bad constipation""",4,17-May-17,17
50289,Gabapentin,Anxiety,"""When my doctor first prescribed gabapentin, normally a seizure medicine, for my anxiety, I was a little confused. She explained to me that if you look at 2 brain scans, one patient with seizures, and one with anxiety, the damage in their brain is very similar.

Within a week, I was able to feel a dramatic difference with my anxiety. Within a month, I truly felt &quot;normal&quot; again. I LOVE what this medication does for me, and it&#039;s made a huge impact on my daily life. 

I take one 300mg tablet in the morning, and two at night, and I have a very mild twitch that it&#039;s also helped to relieve as an extra plus.""",10,"April 25, 2014",199
148728,Mirena,Birth Control,"""Just got marina inserted today. Was on bc for years tried pill patch etc. Hubby then got snip which failed but we are delighted with our little bundle of joy. Really did not know what to expect and was very nervous about insertion. I took ponston before hand and it did not hurt. Measurement went fine then when inserted felt something but very mild. Not like some reviews. So far so good but dont have it long enough to comment on side effects. Insertion not as bad as i expected. Will update in a few months time""",10,17-Aug-16,8
135893,Percocet,Pain,"""I just has Distal bicep surgery, extremely painful. The injury that lead up to surgery was painful. Doctor put me on Percocet 5/325 then my surgeon gave me Vicodin after the repair, well this did nothing. Went back to the Percocet, pain gone within 20-30 minutes. Now we are post-op 7 days pain pretty intense after cast and staples removed 1 tab every 8 works great for me.""",10,17-Feb-11,4
